HCF,OBSERVACAO
4624,"subarbusto escandente, heliófito, com frutos maduros de cor preta. Flores vermelhas."
4625,"herbácea, heliófita, ereta, cespitosa. Flores amarelas. Em área alagada."
4626,"árvore ca. 12m de altura, com frutos maduros de cor avermelhada. Folhas compostas, digitadas, discolores."
4627,"herbácea, heliófita, ereta. Com flores vermelhas grandes, vistosas. Em área aberta alterada."
4628,"arbusto heliófito, ca. 1,5m de altura, com flores brancas de aroma adocicado."
4629,"arbusto ciófilo ca. 0,5m de altura, com diminutas flores brancas."
4630,"subarbusto piloso, escandente, com flores branco-esverdeadas. Na orla da floresta."
4631,arvoreta heliófita ca. 6m de altura. Frutos imaturos verdes. Em capoeira.
4632,"herbácea, reptante, ciófila, com frutos roxos."
2301,"Arbusto ca. 3m, com folhas pilosas e inflorescências terminais de cor roxa. Heliófita."
4633,"arbusto pouco ramificado, ca. 1,2m de altura. Frutos espiciformes. No subosque."
4634,"epífita de coloração verde-escura, ciófila, cobrindo o tronco do forófito."
4635,"herbácea, epífita, ciófila, com soros no ápice das folhas."
4636,"arbusto heliófito ca. 3m de altura, com frutos imaturos verdes. Na borda da floresta."
4637,"herbácea, semi-ciófila, terrestre, com soros nas margens das folhas."
4638,"erva epífita, semi-ciófila, a cerca de 2,5m do solo."
4639,"herbácea, ereta a prostrada, rupícola, ciófila. Flores brancas."
4640,"herbácea, semi-ciófila, cespitosa."
4641,árvore ca. 10m de altura. Frutos imaturos verdes.
4642,"herbácea, heliófita, ereta, com flores amarelas."
4643,"herbácea, rupícola, ciófila. Flores brancas, espiciformes, envolvidas por bráctea branca."
4644,"herbácea, heliófita, ereta. Flores roxas."
4645,"herbácea, heliófita, ereta. Folhas levemente discolores. Flores amarelas."
4646,"arbusto ripário ca. 2m de altura, trifoliolado. Flores brancas (pré-floração)."
4647,"herbácea, heliófita, ereta, pilosa. Flores amarelo-claras."
4648,"herbácea, ereta, heliófita, com flores azuis."
4649,"arbusto semi-ciófilo, ca. 1,4m de altura, ripário. Folhas brilhantes. Flores brancas."
4650,"arbusto heliófito, ereto, ramificado ca. 0,5m de altura. Flores brancas. Próximo a afloramento de arenito."
4298,"Arbusto heliófito, ereto, piloso, com flores amarelas. Em área de cerrado alterado."
4651,"herbácea, heliófita, pilosa, em área de queimada."
4652,"árvore ca. 4m de altura, com flores amareladas e frutos imaturos verdes."
4653,"herbácea, ereta, heliófita. Flores roxas."
4654,"herbácea, heliófita, ereta, em campo úmido. Flores verdes."
4655,"herbácea, heliófita, ereta. Flores brancas."
4656,"herbácea, heliófita, ereta, ramificada, xilopodífera. Flores rosas. Próximo a afloramento de arenito."
4657,"arbusto heliófito, ramificado, ca. 0,6m de altura. Flores brancas."
4658,"herbácea, ereta, heliófita, densamente pilosa. Flores brancas."
3552,"Herbácea, heliófita, ereta, com flores brancas, sobre rochas, próximas ao rio."
4659,"herbácea, heliófita, ereta, áfila. Flores amarelas. Em campo úmido."
4660,"erva ereta, heliófita, ramificada, com diminutas flores brancas. Campo queimado em recuperação."
4661,"herbácea, ereta, heliófita com folhas fundidas formando uma elípse ao redor do ramo. Flores amarelas."
4662,"herbácea, ereta, pilosa. Folhas em verticilos, com textura áspera. Flores amarelas."
4663,"herbácea, heliófita, ereta a prostrada, com flores brancas no ápice dos ramos."
4664,"herbácea ereta, heliófita. Flores amarelas no ápice dos ramos."
5733,"herbácea, epífita, pendente. Forófito: Luehea divaricata Mart. Flores amareladas. Comum."
4665,"herbácea, ereta, heliófita, cespitosa. Folhas diminutas cinéreas."
4666,"herbácea, ereta, heliófita, pilosa, com sementes aladas."
4667,"árvore ca. 10m de altura, remanescente em área de pastagem. Solo rochoso."
4668,"arvoreta ca. 2,5m de altura, com flores amarelas, odoríferas. Na arborização urbana."
4669,árvore ca. 8m de altura. Flores rosas. Na arborização urbana.
4670,"herbácea, ciófila, ripária, terrestre. Soros lineares à nervura central."
4671,"herbácea, ciófila, terrestre, ripária. Soros redondos marginais."
4672,"herbácea, ciófila, ripária, terrestre. Soros dispostos em espiga."
1258,"planta herbácea, epífita, com folhas lanceoladas, apresentando esporos na superfície abaxial."
4673,"herbácea, terrestre, semi-ciófila, ca. 0,4m de altura. Com soros redondos."
4674,"subarbusto ramificado, heliófito, com flores brancas que a medida que amadurecem, tornam-se vermelhas. Cultivada."
4675,"arbusto semi-lenhoso, heliófito, com flores amarelas e sépalas rosas. Cultivada."
4676,"epífita, a cerca de 3m do solo, no tronco do forófito. Fruto carnoso na base do pecíolo, verde externamente e amarelado internamente. Odor adocicado."
4677,"herbácea, terrestre, ciófila, ca. 3m de altura, com tronco. Soros arredendados."
4678,"herbácea, terrestre. Soros nas margens das folhas."
4679,"herbácea, heliófita, em área de pastagem. Abundante. Folhas odoríferas."
4680,"herbácea, terrestre, ciófila, ereta, com flores roxas. Na serapilheira. Vegetação ciliar."
4681,"arvoreta heliófita, ca. 1,2m de altura, pilosa."
4682,"arbusto heliófito, ca. 1m de altura. Folhas discolores. Frutos imaturos verdes."
4683,"arbusto ca. 1,2m de altura, ereto a prostrado, com flores lilases."
4684,"herbácea, ereta, pilosa, com flores amarelas."
4685,"arvoreta heliófita, com flores vermelhas."
4686,"arvoreta semei-ciófila, ca. 3m de altura. Frutos imaturos verdes. Ramos e tronco com espinhos. Na capoeira."
4687,"arbusto heliófito ca. 0,5m de altura. Flores brancas."
4688,"arbustoi semi-ciófila, piloso, com flores brancas."
4689,"árvore ca. 5m de altura, com flores alaranjadas. Heliófita."
4690,"árvore ca. 10m com frutos imaturos verdes, carnosos."
4691,"arbusto heliófito, ramificado, com flores amarelas. Próx. a beira d'água."
4692,"herbácea, ereta, semi-ciófila, com flores rosadas. Em beira de rio."
4693,"herbácea, ereta, heliófita, com flores de cor roxa. Ca. 0,6m de altura."
4694,"arvoreta ca. 3,5m de altura, semi-ciófila, pilosa, ripária, com frutos avermelhados."
4695,"arbusto heliófito, ca. 2m de altura, piloso, com folhas lobadas, discolores."
3065,"arbusto, ereto, heliófito, com flores na cor amarela, próximo a beira de rio"
2627,"arbusto no interior da floresta, ciófilo, com folhas membranáceas, ca. 2,5m. Tronco com casca verrucosa."
2639,"subarbusto de folhas simples, alternas, com bordos serreados. Flores brancas."
2485,"arbusto ramificado, com flores brancas e frutos imaturos de cor verde."
1094,"planta herbácea, ereta, com cerca de 60cm de altura. Flores lilases"
3167,"arbusto ereto, heliófito, com flores amarelas. Próximo a beira de rio."
3058,"arbusto heliófito, com flores amarelas."
1131,"planta ereta com 1,2m de altura, com folhas glabras e presença de frutos terminais."
2505,"herbácea, heliófita com folhas simples, opostas, glabras, com flores terminais de cor branca."
1053,"planta herbácea, ereta, com cerca de 60cm de altura. Flores brancas no ápice dos ramos."
719,"planta herbácea, ereta, com cerca de 35cm de altura. Flores brancas."
427,"planta herbácea, ereta, com cerca de 40cm de altura. Flores brancas e amarelas."
2129,"arbusto, 1,50m, flor creme-esverdeada."
2175,"árvore, 10m, flor alva. Floresta Atlântica."
2115,"árvore, 5m, flor alva. Matinha nebular."
177,material com frutos.
1478,arvoreta com 6m de altura. Presença de frutos verdes.
1156,"árvore com 6m de altura, com folhas alternas e flores amarelas em inflorescências axilares."
1108,"árvore com 7m de altura, com flores amareladas diminutas."
938,"árvore com 6m de altura, com flores amarelas ao longo dos ramos."
923,árvore com 6m de altura. Flores amarelas.
186,presença de flores verde-amareladas.
2464,"subarbusto heliófito, com flores amarelas. Emrestinga alterada."
2387,"arbusto com aproximadamente 1m, heliófita. Folhas simples, alternas. Frutos pilosos."
341,"planta subarbustiva, com caule marrom-avermelhado e pubescente."
876,"planta herbácea, ereta, com folhas pubescentes, discolores. Flores amarelas."
1050,"planta herbácea, pilosa, ereta, com flores verticiladas de cor amarela."
2538,"terrestre, semi-ciófila, subarbustiva, ca. 0,6m, folhas cartáceas. Cálice amarelo e corola verde."
2822,"árvore ca. 3,5m de altura, com flores brancas. Folhas e ramos pubescentes. Cultivada na arborização urbana."
4452,árvore heliófita ca. 6m de altura com flores acinzentadas no ápice dos ramos.
4421,"árvore heliófita, com flores rosas."
3189,"arvoreta heliófita, com frutos. Em beira de rio."
2656,arvoreta com flores amarelas. Heliófita.
2731,"árvore ca. 8m de altura, heliófita, com material fértil."
99,"planta feminina, com partes reprodutivas de cor rosa."
62,árvore com flores rosadas em forma de pluma. Encontrada na beira do caminho. (Plano de Manejo).
3712,"árvore com 5m de altura, com folhas pilosas. Em pré-floração, com pêlos ferrugíneos. Heliófita."
1158,"arbusto ramificado, com 2m de altura. Flores brancas em inflorescências terminais."
4231,"árvore ca. 7m de altura, com folhas discolores. Frutos secos, deiscentes, ferrugíneo-pubescentes. Flores brancas."
4123,"árvore ca. 5m de altura, heliófita, com flores brancas e frutos secos, deiscentes, pilosos."
4006,"árvore de aproximadamente 8m de altura, heliófita, com frutos secos deiscentes, pilosos. Folhas fortemente discolores."
3782,"árvore ca. 6m de altura, heliófita, ripária."
4082,"árvore ca. 8m de altura, heliófita. Flores roxas. Folhas discolores."
3951,"árvore ca. 8m de altura, ripária. Folhas discolores. Flores rosas. Fruto seco, piloso, deiscente."
3815,"árvore com 5m de altura, flores rosas, heliófita."
3705,"árvore ca. 3m de altura, semi-ciófila, com flores rosas e frutos secos, pilosos, deiscentes."
929,"árvore com 6m de altura, folhas fortemente discolores. Flores terminais de cor rosa."
878,"árvore com aproximadamente 7m de altura, apresentando o começo de inflorescência."
159,material com flor e frutos
1523,"árvore com folhas alternas, discolores. Flores brancas no ápice dos ramos."
1460,"árvore com folhas simples, alternas, discolores, com flores brancas na parte terminal dos ramos."
1365,"árvore com folhas simples, alternas, discolores, de margens serreadas. Presença de fruto."
1321,"árvore com 8m de altura. Folhas alternas com bordo serreado, fortemente discolores. Com frutos secos."
745,"árvore ca. 8m de altura. Folhas alternas, com bordo serreado, fortemente discolores. Flores brancas."
548,"altura de 12m. Folhas simples, de coloração prateada e tomentosa, na face inferior. Flores brancas."
490,"árvore ca. 10m de altura, folhas fortemente discolores. Flores brancas."
133,material com flores e frutos.
414,árvore com cerca de 6m de altura. Folhas pilosas. Presença de flores brancas.
1942,folhas simples com face superior áspera e inferior pubescente. Aproximadamente 8m de altura.
5500,"erva ramificada, ca. 0,40 m de altura. Flores alvas. Em área de cerrado. Solo cascalhento."
2340,"arvoreta heliófita, na vegetação ripária ca. 3m de altura. Frutos imaturos de cor verde."
2536,"planta ca. 2m de altura, heliófita, terrestre, ripária. Folhas lanceoladas, alternas, com frutos axilares."
2554,"árvore com folhas simples, alternas, serreadas. Frutos carnosos. Heliófita."
2855,"árvore ca. 5m de altura, em área de floresta degradada. Frutos imaturos de cor verde."
2992,"arbusto ereto, heliófito, com flores no início da floração, de coloração verde (próximo de lagoa)."
3244,"arvoreta ca. 60cm, heliófita, com folhas simples e flores amarelas."
3703,"arvoreta ca. 2,5m, heliófita, com folhas serreadas. Frutos imaturos verdes."
3783,"árvore ripária, heliófita."
3854,"árvore ca. 10m de altura, flores amarelas, semi-ciófila."
3983,árvore com flores de cor creme. Em beira de rio.
4419,"arvoreta heliófita, com flores diminutas de cor creme."
169,material com fruto.
937,"planta lenhosa, escandente, com espinhos recurvados próximos aos ramos. Com frutos."
2215,"escandente, lenhosa, com frutos alaranjados."
3230,arvoreta com frutos alaranjados. Em beira de rio.
3017,"arvoreta heliófita, ripária. Folha glabra, membranácea. Flores amarelos. Tronco liso."
3642,"árvore ca. 6m de altura, semi-ciófila, com frutos amarelos."
4087,"árvore ca. 10m de altura, ciófila. Fruto de coloração laranja."
2059,"arbusto com folhas grandes, ovado-elípticas. Flores de cor rosa."
866,"planta arbustiva, urticante, com 2m de altura. Flores rosas."
1065,"planta subarbustiva, com folhas longas, elíptico-lanceoladas, com pêlos urticantes na face inferior da folha."
2618,"arbusto terrestre, heliófito. Flores pequenas, bejes."
2374,"arbusto heliófito, ca. 1m de altura, flores de cor roxa. Frutos de cor amarela. Folhas membranáceas de bordo serreado."
2473,"herbácea, rupícola. Folhas membranáceas, simples, discolores. Flores de cor branca. Próxima a cachoeira."
2395,"arbusto com aproximadamente 2m de altura, heliófito. Folhas simples, glabras. Presença de inflorescências terminais roxas e frutos amarelos."
1017,"planta herbácea, ereta, com folhas simples, alternas, ásperas na face superior e pilosas na inferior. Folhas de cor branca em inflorescências axilares."
3462,"herbácea, no subosque, com flores diminutas de coloração branca."
3105,"arbusto piloso, heliófito, próximo ao rio."
2978,"arvoreta com aproximadamente 3m, piloso, heliófito, com inflorescências em espiga, próximo a beira de rio."
3042,"arbusto heliófito, pilosos, com inflorescências em espiga. Flores de cor verde."
3082,"arbusto ca. 2m, semi-ciófila, com flores de coloração verde."
3398,"arbusto em orla de floresta, com flores de cor creme em inflorescências axilares."
3775,"arbusto semi-ciófilo, ripário, com flores amarelas."
3996,"arbusto terrestre, semi-ciófilo, com flores amareladas."
3830,"arvoreta com espinhos, heliófita, com frutos brancos e exsudado branco."
2568,"herbácea, ereta, heliófita, em pedreira abandonada (solo cascalhento)."
85,flor branca.
141,Flores brancas.
2233,"arbusto ramificado, heliófito, ca. 1,5m de altura. Flores roxas em inflorescências terminais. Vegetação ciliar."
2331,"arbusto ca. 1m de altura, flores de pétalas roxas e corola verde. Heliófita."
235,material com frutos na coloração alaranjada.
1899,área de preservação permanente.
3837,"arvoreta, ca. 4m de altura, heliófita, com flores de coloração roxa."
3975,"arbusto heliófito, com flores azuis e frutos alaranjados, ca. 2,5m de altura."
234,presença de flores.
